date,event,type,team,location,year,month,day,day_of_week,day_name,is_weekend,start_hour
2024-08-02 21:38:00-04:00,Mets vs Los Angeles Angels (Away),Sports,Mets,Away,2024,8,2,4,Friday,False,21
2024-08-03 13:05:00-04:00,Yankees vs Toronto Blue Jays (Home),Sports,Yankees,Home,2024,8,3,5,Saturday,True,13
2024-08-03 21:38:00-04:00,Mets vs Los Angeles Angels (Away),Sports,Mets,Away,2024,8,3,5,Saturday,True,21
2024-08-04 13:35:00-04:00,Yankees vs Toronto Blue Jays (Home),Sports,Yankees,Home,2024,8,4,6,Sunday,True,13
2024-08-04 16:07:00-04:00,Mets vs Los Angeles Angels (Away),Sports,Mets,Away,2024,8,4,6,Sunday,True,16
2024-08-05 17:15:00-04:00,Mets vs St. Louis Cardinals (Away),Sports,Mets,Away,2024,8,5,0,Monday,False,17
2024-08-06 19:05:00-04:00,Yankees vs Los Angeles Angels (Home),Sports,Yankees,Home,2024,8,6,1,Tuesday,False,19
2024-08-06 20:40:00-04:00,Mets vs Colorado Rockies (Away),Sports,Mets,Away,2024,8,6,1,Tuesday,False,20
2024-08-07 16:05:00-04:00,Yankees vs Los Angeles Angels (Home),Sports,Yankees,Home,2024,8,7,2,Wednesday,False,16
2024-08-07 16:10:00-04:00,Yankees vs Los Angeles Angels (Home),Sports,Yankees,Home,2024,8,7,2,Wednesday,False,16
2024-08-07 20:40:00-04:00,Mets vs Colorado Rockies (Away),Sports,Mets,Away,2024,8,7,2,Wednesday,False,20
2024-08-08 15:10:00-04:00,Mets vs Colorado Rockies (Away),Sports,Mets,Away,2024,8,8,3,Thursday,False,15
2024-08-08 19:05:00-04:00,Yankees vs Los Angeles Angels (Home),Sports,Yankees,Home,2024,8,8,3,Thursday,False,19
2024-08-09 19:05:00-04:00,Yankees vs Texas Rangers (Home),Sports,Yankees,Home,2024,8,9,4,Friday,False,19
2024-08-09 22:10:00-04:00,Mets vs Seattle Mariners (Away),Sports,Mets,Away,2024,8,9,4,Friday,False,22
2024-08-10 13:05:00-04:00,Yankees vs Texas Rangers (Home),Sports,Yankees,Home,2024,8,10,5,Saturday,True,13
2024-08-10 13:10:00-04:00,Yankees vs Texas Rangers (Home),Sports,Yankees,Home,2024,8,10,5,Saturday,True,13
2024-08-10 21:40:00-04:00,Mets vs Seattle Mariners (Away),Sports,Mets,Away,2024,8,10,5,Saturday,True,21
2024-08-11 13:35:00-04:00,Yankees vs Texas Rangers (Home),Sports,Yankees,Home,2024,8,11,6,Sunday,True,13
2024-08-11 19:10:00-04:00,Mets vs Seattle Mariners (Away),Sports,Mets,Away,2024,8,11,6,Sunday,True,19
2024-08-12 20:10:00-04:00,Yankees vs Chicago White Sox (Away),Sports,Yankees,Away,2024,8,12,0,Monday,False,20
2024-08-13 19:10:00-04:00,Mets vs Oakland Athletics (Home),Sports,Mets,Home,2024,8,13,1,Tuesday,False,19
2024-08-13 20:10:00-04:00,Yankees vs Chicago White Sox (Away),Sports,Yankees,Away,2024,8,13,1,Tuesday,False,20
2024-08-14 19:10:00-04:00,Mets vs Oakland Athletics (Home),Sports,Mets,Home,2024,8,14,2,Wednesday,False,19
2024-08-14 20:10:00-04:00,Yankees vs Chicago White Sox (Away),Sports,Yankees,Away,2024,8,14,2,Wednesday,False,20
2024-08-15 13:10:00-04:00,Mets vs Oakland Athletics (Home),Sports,Mets,Home,2024,8,15,3,Thursday,False,13
2024-08-16 18:40:00-04:00,Yankees vs Detroit Tigers (Away),Sports,Yankees,Away,2024,8,16,4,Friday,False,18
2024-08-16 19:10:00-04:00,Mets vs Miami Marlins (Home),Sports,Mets,Home,2024,8,16,4,Friday,False,19
2024-08-17 13:10:00-04:00,Yankees vs Detroit Tigers (Away),Sports,Yankees,Away,2024,8,17,5,Saturday,True,13
2024-08-17 16:10:00-04:00,Mets vs Miami Marlins (Home),Sports,Mets,Home,2024,8,17,5,Saturday,True,16
2024-08-18 12:05:00-04:00,Mets vs Miami Marlins (Home),Sports,Mets,Home,2024,8,18,6,Sunday,True,12
2024-08-18 19:10:00-04:00,Yankees vs Detroit Tigers (Away),Sports,Yankees,Away,2024,8,18,6,Sunday,True,19
2024-08-19 19:10:00-04:00,Mets vs Baltimore Orioles (Home),Sports,Mets,Home,2024,8,19,0,Monday,False,19
2024-08-20 19:05:00-04:00,Yankees vs Cleveland Guardians (Home),Sports,Yankees,Home,2024,8,20,1,Tuesday,False,19
2024-08-20 19:10:00-04:00,Mets vs Baltimore Orioles (Home),Sports,Mets,Home,2024,8,20,1,Tuesday,False,19
2024-08-21 13:10:00-04:00,Mets vs Baltimore Orioles (Home),Sports,Mets,Home,2024,8,21,2,Wednesday,False,13
2024-08-21 19:05:00-04:00,Yankees vs Cleveland Guardians (Home),Sports,Yankees,Home,2024,8,21,2,Wednesday,False,19
2024-08-22 13:05:00-04:00,Yankees vs Cleveland Guardians (Home),Sports,Yankees,Home,2024,8,22,3,Thursday,False,13
2024-08-22 21:40:00-04:00,Mets vs San Diego Padres (Away),Sports,Mets,Away,2024,8,22,3,Thursday,False,21
2024-08-23 19:05:00-04:00,Yankees vs Colorado Rockies (Home),Sports,Yankees,Home,2024,8,23,4,Friday,False,19
2024-08-23 21:40:00-04:00,Mets vs San Diego Padres (Away),Sports,Mets,Away,2024,8,23,4,Friday,False,21
2024-08-24 14:05:00-04:00,Yankees vs Colorado Rockies (Home),Sports,Yankees,Home,2024,8,24,5,Saturday,True,14
2024-08-24 20:40:00-04:00,Mets vs San Diego Padres (Away),Sports,Mets,Away,2024,8,24,5,Saturday,True,20
2024-08-25 13:35:00-04:00,Yankees vs Colorado Rockies (Home),Sports,Yankees,Home,2024,8,25,6,Sunday,True,13
2024-08-25 16:10:00-04:00,Mets vs San Diego Padres (Away),Sports,Mets,Away,2024,8,25,6,Sunday,True,16
2024-08-26 18:45:00-04:00,Yankees vs Washington Nationals (Away),Sports,Yankees,Away,2024,8,26,0,Monday,False,18
2024-08-27 18:45:00-04:00,Yankees vs Washington Nationals (Away),Sports,Yankees,Away,2024,8,27,1,Tuesday,False,18
2024-08-27 21:40:00-04:00,Mets vs Arizona Diamondbacks (Away),Sports,Mets,Away,2024,8,27,1,Tuesday,False,21
2024-08-28 18:45:00-04:00,Yankees vs Washington Nationals (Away),Sports,Yankees,Away,2024,8,28,2,Wednesday,False,18
2024-08-28 21:40:00-04:00,Mets vs Arizona Diamondbacks (Away),Sports,Mets,Away,2024,8,28,2,Wednesday,False,21
2024-08-29 15:40:00-04:00,Mets vs Arizona Diamondbacks (Away),Sports,Mets,Away,2024,8,29,3,Thursday,False,15
2024-08-30 19:05:00-04:00,Yankees vs St. Louis Cardinals (Home),Sports,Yankees,Home,2024,8,30,4,Friday,False,19
2024-08-30 20:10:00-04:00,Mets vs Chicago White Sox (Away),Sports,Mets,Away,2024,8,30,4,Friday,False,20
2024-08-31 13:05:00-04:00,Yankees vs St. Louis Cardinals (Home),Sports,Yankees,Home,2024,8,31,5,Saturday,True,13
2024-08-31 19:10:00-04:00,Mets vs Chicago White Sox (Away),Sports,Mets,Away,2024,8,31,5,Saturday,True,19
2024-09-01 19:00:00-04:00,"Giants vs Sun, Nov 3 (Home)",Sports,Giants,Home,2024,9,1,6,Sunday,True,19
2024-09-01 19:00:00-04:00,"Jets vs Thu, Oct 31 (Home)",Sports,Jets,Home,2024,9,1,6,Sunday,True,19
2024-09-01 13:35:00-04:00,Yankees vs St. Louis Cardinals (Home),Sports,Yankees,Home,2024,9,1,6,Sunday,True,13
2024-09-01 14:10:00-04:00,Mets vs Chicago White Sox (Away),Sports,Mets,Away,2024,9,1,6,Sunday,True,14
2024-09-02 00:00:00-04:00,Labor Day,Holiday,,,2024,9,2,0,Monday,False,0
2024-09-02 19:10:00-04:00,Mets vs Boston Red Sox (Home),Sports,Mets,Home,2024,9,2,0,Monday,False,19
2024-09-02 20:05:00-04:00,Yankees vs Texas Rangers (Away),Sports,Yankees,Away,2024,9,2,0,Monday,False,20
2024-09-03 19:10:00-04:00,Mets vs Boston Red Sox (Home),Sports,Mets,Home,2024,9,3,1,Tuesday,False,19
2024-09-03 20:05:00-04:00,Yankees vs Texas Rangers (Away),Sports,Yankees,Away,2024,9,3,1,Tuesday,False,20
2024-09-04 19:10:00-04:00,Mets vs Boston Red Sox (Home),Sports,Mets,Home,2024,9,4,2,Wednesday,False,19
2024-09-04 20:05:00-04:00,Yankees vs Texas Rangers (Away),Sports,Yankees,Away,2024,9,4,2,Wednesday,False,20
2024-09-06 14:20:00-04:00,Yankees vs Chicago Cubs (Away),Sports,Yankees,Away,2024,9,6,4,Friday,False,14
2024-09-06 19:10:00-04:00,Mets vs Cincinnati Reds (Home),Sports,Mets,Home,2024,9,6,4,Friday,False,19
2024-09-07 14:20:00-04:00,Yankees vs Chicago Cubs (Away),Sports,Yankees,Away,2024,9,7,5,Saturday,True,14
2024-09-07 16:10:00-04:00,Mets vs Cincinnati Reds (Home),Sports,Mets,Home,2024,9,7,5,Saturday,True,16
2024-09-08 13:40:00-04:00,Mets vs Cincinnati Reds (Home),Sports,Mets,Home,2024,9,8,6,Sunday,True,13
2024-09-08 14:20:00-04:00,Yankees vs Chicago Cubs (Away),Sports,Yankees,Away,2024,9,8,6,Sunday,True,14
2024-09-09 19:05:00-04:00,Yankees vs Kansas City Royals (Home),Sports,Yankees,Home,2024,9,9,0,Monday,False,19
2024-09-09 19:07:00-04:00,Mets vs Toronto Blue Jays (Away),Sports,Mets,Away,2024,9,9,0,Monday,False,19
2024-09-10 19:05:00-04:00,Yankees vs Kansas City Royals (Home),Sports,Yankees,Home,2024,9,10,1,Tuesday,False,19
2024-09-10 19:07:00-04:00,Mets vs Toronto Blue Jays (Away),Sports,Mets,Away,2024,9,10,1,Tuesday,False,19
2024-09-11 15:07:00-04:00,Mets vs Toronto Blue Jays (Away),Sports,Mets,Away,2024,9,11,2,Wednesday,False,15
2024-09-11 19:05:00-04:00,Yankees vs Kansas City Royals (Home),Sports,Yankees,Home,2024,9,11,2,Wednesday,False,19
2024-09-12 19:15:00-04:00,Yankees vs Boston Red Sox (Home),Sports,Yankees,Home,2024,9,12,3,Thursday,False,19
2024-09-13 18:40:00-04:00,Mets vs Philadelphia Phillies (Away),Sports,Mets,Away,2024,9,13,4,Friday,False,18
2024-09-13 19:05:00-04:00,Yankees vs Boston Red Sox (Home),Sports,Yankees,Home,2024,9,13,4,Friday,False,19
2024-09-14 13:05:00-04:00,Yankees vs Boston Red Sox (Home),Sports,Yankees,Home,2024,9,14,5,Saturday,True,13
2024-09-14 16:05:00-04:00,Mets vs Philadelphia Phillies (Away),Sports,Mets,Away,2024,9,14,5,Saturday,True,16
2024-09-15 13:35:00-04:00,Mets vs Philadelphia Phillies (Away),Sports,Mets,Away,2024,9,15,6,Sunday,True,13
2024-09-15 13:35:00-04:00,Yankees vs Boston Red Sox (Home),Sports,Yankees,Home,2024,9,15,6,Sunday,True,13
2024-09-16 19:10:00-04:00,Mets vs Washington Nationals (Home),Sports,Mets,Home,2024,9,16,0,Monday,False,19
2024-09-17 19:10:00-04:00,Mets vs Washington Nationals (Home),Sports,Mets,Home,2024,9,17,1,Tuesday,False,19
2024-09-17 21:40:00-04:00,Yankees vs Seattle Mariners (Away),Sports,Yankees,Away,2024,9,17,1,Tuesday,False,21
2024-09-18 19:10:00-04:00,Mets vs Washington Nationals (Home),Sports,Mets,Home,2024,9,18,2,Wednesday,False,19
2024-09-18 21:40:00-04:00,Yankees vs Seattle Mariners (Away),Sports,Yankees,Away,2024,9,18,2,Wednesday,False,21
2024-09-19 16:10:00-04:00,Yankees vs Seattle Mariners (Away),Sports,Yankees,Away,2024,9,19,3,Thursday,False,16
2024-09-19 19:15:00-04:00,Mets vs Philadelphia Phillies (Home),Sports,Mets,Home,2024,9,19,3,Thursday,False,19
2024-09-20 19:10:00-04:00,Mets vs Philadelphia Phillies (Home),Sports,Mets,Home,2024,9,20,4,Friday,False,19
2024-09-20 21:40:00-04:00,Yankees vs Oakland Athletics (Away),Sports,Yankees,Away,2024,9,20,4,Friday,False,21
2024-09-21 16:10:00-04:00,Mets vs Philadelphia Phillies (Home),Sports,Mets,Home,2024,9,21,5,Saturday,True,16
2024-09-21 21:07:00-04:00,Yankees vs Oakland Athletics (Away),Sports,Yankees,Away,2024,9,21,5,Saturday,True,21
2024-09-22 16:07:00-04:00,Yankees vs Oakland Athletics (Away),Sports,Yankees,Away,2024,9,22,6,Sunday,True,16
2024-09-22 19:15:00-04:00,Mets vs Philadelphia Phillies (Home),Sports,Mets,Home,2024,9,22,6,Sunday,True,19
2024-09-24 19:05:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2024,9,24,1,Tuesday,False,19
2024-09-24 19:20:00-04:00,Mets vs Atlanta Braves (Away),Sports,Mets,Away,2024,9,24,1,Tuesday,False,19
2024-09-25 19:05:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2024,9,25,2,Wednesday,False,19
2024-09-25 19:20:00-04:00,Mets vs Atlanta Braves (Away),Sports,Mets,Away,2024,9,25,2,Wednesday,False,19
2024-09-26 19:05:00-04:00,Yankees vs Baltimore Orioles (Home),Sports,Yankees,Home,2024,9,26,3,Thursday,False,19
2024-09-26 19:20:00-04:00,Mets vs Atlanta Braves (Away),Sports,Mets,Away,2024,9,26,3,Thursday,False,19
2024-09-27 19:05:00-04:00,Yankees vs Pittsburgh Pirates (Home),Sports,Yankees,Home,2024,9,27,4,Friday,False,19
2024-09-27 20:10:00-04:00,Mets vs Milwaukee Brewers (Away),Sports,Mets,Away,2024,9,27,4,Friday,False,20
2024-09-28 13:05:00-04:00,Yankees vs Pittsburgh Pirates (Home),Sports,Yankees,Home,2024,9,28,5,Saturday,True,13
2024-09-28 19:15:00-04:00,Mets vs Milwaukee Brewers (Away),Sports,Mets,Away,2024,9,28,5,Saturday,True,19
2024-09-29 15:05:00-04:00,Yankees vs Pittsburgh Pirates (Home),Sports,Yankees,Home,2024,9,29,6,Sunday,True,15
2024-09-29 15:10:00-04:00,Mets vs Milwaukee Brewers (Away),Sports,Mets,Away,2024,9,29,6,Sunday,True,15
2024-09-30 13:10:00-04:00,Mets vs Atlanta Braves (Away),Sports,Mets,Away,2024,9,30,0,Monday,False,13
2024-09-30 13:15:00-04:00,Mets vs Atlanta Braves (Away),Sports,Mets,Away,2024,9,30,0,Monday,False,13
2024-10-01 19:00:00-04:00,"Giants vs Sun, Nov 10 (Home)",Sports,Giants,Home,2024,10,1,1,Tuesday,False,19
2024-10-01 19:00:00-04:00,"Jets vs Sun, Nov 10 (Home)",Sports,Jets,Home,2024,10,1,1,Tuesday,False,19
2024-10-14 00:00:00-04:00,Columbus Day,Holiday,,,2024,10,14,0,Monday,False,0
2024-10-25 19:00:00-04:00,Nets vs Cleveland (Home),Sports,Nets,Home,2024,10,25,4,Friday,False,19
2024-10-27 19:00:00-04:00,Nets vs Dallas (Away),Sports,Nets,Away,2024,10,27,6,Sunday,True,19
2024-10-30 19:00:00-04:00,Nets vs Charlotte (Away),Sports,Nets,Away,2024,10,30,2,Wednesday,False,19
2024-11-01 19:00:00-04:00,Nets vs Miami (Away),Sports,Nets,Away,2024,11,1,4,Friday,False,19
2024-11-01 19:00:00-04:00,"Jets vs Sun, Nov 17 (Home)",Sports,Jets,Home,2024,11,1,4,Friday,False,19
2024-11-01 19:00:00-04:00,Giants vs BYE WEEK (Home),Sports,Giants,Home,2024,11,1,4,Friday,False,19
2024-11-03 18:00:00-05:00,Nets vs Chicago (Away),Sports,Nets,Away,2024,11,3,6,Sunday,True,18
2024-11-04 19:00:00-05:00,Nets vs Boston (Home),Sports,Nets,Home,2024,11,4,0,Monday,False,19
2024-11-06 19:00:00-05:00,Nets vs Milwaukee (Home),Sports,Nets,Home,2024,11,6,2,Wednesday,False,19
2024-11-08 19:00:00-05:00,Nets vs LA (Home),Sports,Nets,Home,2024,11,8,4,Friday,False,19
2024-11-10 19:00:00-05:00,Nets vs Boston (Away),Sports,Nets,Away,2024,11,10,6,Sunday,True,19
2024-11-11 00:00:00-05:00,Veterans Day,Holiday,,,2024,11,11,0,Monday,False,0
2024-11-12 19:00:00-05:00,Nets vs Washington (Home),Sports,Nets,Home,2024,11,12,1,Tuesday,False,19
2024-11-14 19:00:00-05:00,Nets vs Orlando (Home),Sports,Nets,Home,2024,11,14,3,Thursday,False,19
2024-11-16 19:00:00-05:00,Nets vs Miami (Away),Sports,Nets,Away,2024,11,16,5,Saturday,True,19
2024-11-19 19:00:00-05:00,Nets vs Philadelphia (Home),Sports,Nets,Home,2024,11,19,1,Tuesday,False,19
2024-11-22 19:00:00-05:00,Nets vs Atlanta (Away),Sports,Nets,Away,2024,11,22,4,Friday,False,19
2024-11-25 19:00:00-05:00,Nets vs Miami (Home),Sports,Nets,Home,2024,11,25,0,Monday,False,19
2024-11-26 19:00:00-05:00,Nets vs Chicago (Home),Sports,Nets,Home,2024,11,26,1,Tuesday,False,19
2024-11-28 19:00:00-05:00,Nets vs Toronto (Home),Sports,Nets,Home,2024,11,28,3,Thursday,False,19
2024-11-28 00:00:00-05:00,Thanksgiving Day,Holiday,,,2024,11,28,3,Thursday,False,0
2024-11-30 19:00:00-05:00,Nets vs Charlotte (Home),Sports,Nets,Home,2024,11,30,5,Saturday,True,19
2024-12-01 19:00:00-05:00,Jets vs BYE WEEK (Home),Sports,Jets,Home,2024,12,1,6,Sunday,True,19
2024-12-01 19:00:00-05:00,"Giants vs Sun, Nov 24 (Home)",Sports,Giants,Home,2024,12,1,6,Sunday,True,19
2024-12-02 19:00:00-05:00,Nets vs Orlando (Home),Sports,Nets,Home,2024,12,2,0,Monday,False,19
2024-12-06 19:00:00-05:00,Nets vs Atlanta (Away),Sports,Nets,Away,2024,12,6,4,Friday,False,19
2024-12-08 19:00:00-05:00,Nets vs Washington (Home),Sports,Nets,Home,2024,12,8,6,Sunday,True,19
2024-12-11 19:00:00-05:00,Nets vs Sacramento (Away),Sports,Nets,Away,2024,12,11,2,Wednesday,False,19
2024-12-13 19:00:00-05:00,Nets vs Phoenix (Away),Sports,Nets,Away,2024,12,13,4,Friday,False,19
2024-12-14 19:00:00-05:00,Nets vs Denver (Away),Sports,Nets,Away,2024,12,14,5,Saturday,True,19
2024-12-16 19:00:00-05:00,Nets vs Golden State (Away),Sports,Nets,Away,2024,12,16,0,Monday,False,19
2024-12-18 19:00:00-05:00,Nets vs Utah (Away),Sports,Nets,Away,2024,12,18,2,Wednesday,False,19
2024-12-20 19:00:00-05:00,Nets vs New York (Home),Sports,Nets,Home,2024,12,20,4,Friday,False,19
2024-12-22 19:00:00-05:00,Nets vs Denver (Home),Sports,Nets,Home,2024,12,22,6,Sunday,True,19
2024-12-23 19:00:00-05:00,Nets vs Detroit (Home),Sports,Nets,Home,2024,12,23,0,Monday,False,19
2024-12-25 00:00:00-05:00,Christmas Day,Holiday,,,2024,12,25,2,Wednesday,False,0
2024-12-26 19:00:00-05:00,Nets vs Detroit (Away),Sports,Nets,Away,2024,12,26,3,Thursday,False,19
2024-12-27 19:00:00-05:00,Nets vs Milwaukee (Home),Sports,Nets,Home,2024,12,27,4,Friday,False,19
2024-12-29 19:00:00-05:00,Nets vs Washington (Away),Sports,Nets,Away,2024,12,29,6,Sunday,True,19
2024-12-31 19:00:00-05:00,Nets vs Oklahoma City (Away),Sports,Nets,Away,2024,12,31,1,Tuesday,False,19
2025-01-01 19:00:00-05:00,Nets vs Toronto (Away),Sports,Nets,Away,2025,1,1,2,Wednesday,False,19
2025-01-01 19:00:00-05:00,"Giants vs Sun, Sep 7 (Home)",Sports,Giants,Home,2025,1,1,2,Wednesday,False,19
2025-01-01 19:00:00-05:00,"Jets vs Sat, Aug 9 (Home)",Sports,Jets,Home,2025,1,1,2,Wednesday,False,19
2025-01-01 00:00:00-05:00,New Year's Day,Holiday,,,2025,1,1,2,Wednesday,False,0
2025-01-01 19:00:00-05:00,"Jets vs Sun, Sep 7 (Home)",Sports,Jets,Home,2025,1,1,2,Wednesday,False,19
2025-01-02 19:00:00-05:00,Rangers vs Boston (Home),Sports,Rangers,Home,2025,1,2,3,Thursday,False,19
2025-01-02 19:00:00-05:00,Nets vs Milwaukee (Away),Sports,Nets,Away,2025,1,2,3,Thursday,False,19
2025-01-04 19:00:00-05:00,Rangers vs Washington (Away),Sports,Rangers,Away,2025,1,4,5,Saturday,True,19
2025-01-04 19:00:00-05:00,Nets vs Philadelphia (Home),Sports,Nets,Home,2025,1,4,5,Saturday,True,19
2025-01-05 19:00:00-05:00,Rangers vs Chicago (Away),Sports,Rangers,Away,2025,1,5,6,Sunday,True,19
2025-01-06 19:00:00-05:00,Nets vs Indiana (Home),Sports,Nets,Home,2025,1,6,0,Monday,False,19
2025-01-07 19:00:00-05:00,Rangers vs Dallas (Home),Sports,Rangers,Home,2025,1,7,1,Tuesday,False,19
2025-01-08 19:00:00-05:00,Nets vs Detroit (Home),Sports,Nets,Home,2025,1,8,2,Wednesday,False,19
2025-01-09 19:00:00-05:00,Rangers vs New Jersey (Home),Sports,Rangers,Home,2025,1,9,3,Thursday,False,19
2025-01-10 19:00:00-05:00,Nets vs Denver (Away),Sports,Nets,Away,2025,1,10,4,Friday,False,19
2025-01-11 19:00:00-05:00,Rangers vs Vegas (Away),Sports,Rangers,Away,2025,1,11,5,Saturday,True,19
2025-01-12 19:00:00-05:00,Nets vs Utah (Away),Sports,Nets,Away,2025,1,12,6,Sunday,True,19
2025-01-14 19:00:00-05:00,Rangers vs Colorado (Away),Sports,Rangers,Away,2025,1,14,1,Tuesday,False,19
2025-01-14 19:00:00-05:00,Nets vs Portland (Away),Sports,Nets,Away,2025,1,14,1,Tuesday,False,19
2025-01-15 19:00:00-05:00,Nets vs LA (Away),Sports,Nets,Away,2025,1,15,2,Wednesday,False,19
2025-01-16 19:00:00-05:00,Rangers vs Utah (Away),Sports,Rangers,Away,2025,1,16,3,Thursday,False,19
2025-01-17 19:00:00-05:00,Nets vs Los Angeles (Away),Sports,Nets,Away,2025,1,17,4,Friday,False,19
2025-01-18 19:00:00-05:00,Rangers vs Columbus (Home),Sports,Rangers,Home,2025,1,18,5,Saturday,True,19
2025-01-19 19:00:00-05:00,Rangers vs Montreal (Away),Sports,Rangers,Away,2025,1,19,6,Sunday,True,19
2025-01-19 19:00:00-05:00,Nets vs Oklahoma City (Away),Sports,Nets,Away,2025,1,19,6,Sunday,True,19
2025-01-20 00:00:00-05:00,Martin Luther King Jr. Day,Holiday,,,2025,1,20,0,Monday,False,0
2025-01-21 19:00:00-05:00,Rangers vs Ottawa (Home),Sports,Rangers,Home,2025,1,21,1,Tuesday,False,19
2025-01-21 19:00:00-05:00,Nets vs New York (Home),Sports,Nets,Home,2025,1,21,1,Tuesday,False,19
2025-01-22 19:00:00-05:00,Nets vs Phoenix (Home),Sports,Nets,Home,2025,1,22,2,Wednesday,False,19
2025-01-23 19:00:00-05:00,Rangers vs Philadelphia (Home),Sports,Rangers,Home,2025,1,23,3,Thursday,False,19
2025-01-25 19:00:00-05:00,Nets vs Miami (Home),Sports,Nets,Home,2025,1,25,5,Saturday,True,19
2025-01-26 19:00:00-05:00,Rangers vs Colorado (Home),Sports,Rangers,Home,2025,1,26,6,Sunday,True,19
2025-01-27 19:00:00-05:00,Nets vs Sacramento (Home),Sports,Nets,Home,2025,1,27,0,Monday,False,19
2025-01-28 19:00:00-05:00,Rangers vs Carolina (Home),Sports,Rangers,Home,2025,1,28,1,Tuesday,False,19
2025-01-29 19:00:00-05:00,Nets vs Charlotte (Away),Sports,Nets,Away,2025,1,29,2,Wednesday,False,19
2025-02-01 19:00:00-05:00,"Jets vs Sat, Aug 16 (Home)",Sports,Jets,Home,2025,2,1,5,Saturday,True,19
2025-02-01 19:00:00-05:00,"Jets vs Sun, Sep 14 (Home)",Sports,Jets,Home,2025,2,1,5,Saturday,True,19
2025-02-01 19:00:00-05:00,"Giants vs Sun, Sep 14 (Home)",Sports,Giants,Home,2025,2,1,5,Saturday,True,19
2025-02-01 19:00:00-05:00,"Giants vs Sat, Aug 16 (Home)",Sports,Giants,Home,2025,2,1,5,Saturday,True,19
2025-02-01 19:00:00-05:00,Nets vs Houston (Away),Sports,Nets,Away,2025,2,1,5,Saturday,True,19
2025-02-01 19:00:00-05:00,Rangers vs Boston (Away),Sports,Rangers,Away,2025,2,1,5,Saturday,True,19
2025-02-02 19:00:00-05:00,Rangers vs Vegas (Home),Sports,Rangers,Home,2025,2,2,6,Sunday,True,19
2025-02-04 19:00:00-05:00,Nets vs Houston (Home),Sports,Nets,Home,2025,2,4,1,Tuesday,False,19
2025-02-05 19:00:00-05:00,Rangers vs Boston (Home),Sports,Rangers,Home,2025,2,5,2,Wednesday,False,19
2025-02-05 19:00:00-05:00,Nets vs Washington (Home),Sports,Nets,Home,2025,2,5,2,Wednesday,False,19
2025-02-07 19:00:00-05:00,Rangers vs Pittsburgh (Home),Sports,Rangers,Home,2025,2,7,4,Friday,False,19
2025-02-07 19:00:00-05:00,Nets vs Miami (Home),Sports,Nets,Home,2025,2,7,4,Friday,False,19
2025-02-08 19:00:00-05:00,Rangers vs Columbus (Away),Sports,Rangers,Away,2025,2,8,5,Saturday,True,19
2025-02-10 19:00:00-05:00,Nets vs Charlotte (Home),Sports,Nets,Home,2025,2,10,0,Monday,False,19
2025-02-12 19:00:00-05:00,Nets vs Philadelphia (Home),Sports,Nets,Home,2025,2,12,2,Wednesday,False,19
2025-02-17 00:00:00-05:00,Washington's Birthday,Holiday,,,2025,2,17,0,Monday,False,0
2025-02-20 19:00:00-05:00,Nets vs Cleveland (Home),Sports,Nets,Home,2025,2,20,3,Thursday,False,19
2025-02-22 19:00:00-05:00,Rangers vs Buffalo (Away),Sports,Rangers,Away,2025,2,22,5,Saturday,True,19
2025-02-22 19:00:00-05:00,Nets vs Philadelphia (Away),Sports,Nets,Away,2025,2,22,5,Saturday,True,19
2025-02-23 19:00:00-05:00,Rangers vs Pittsburgh (Away),Sports,Rangers,Away,2025,2,23,6,Sunday,True,19
2025-02-24 19:00:00-05:00,Nets vs Washington (Away),Sports,Nets,Away,2025,2,24,0,Monday,False,19
2025-02-25 19:00:00-05:00,Rangers vs New York (Away),Sports,Rangers,Away,2025,2,25,1,Tuesday,False,19
2025-02-26 19:00:00-05:00,Nets vs Oklahoma City (Home),Sports,Nets,Home,2025,2,26,2,Wednesday,False,19
2025-02-28 19:00:00-05:00,Nets vs Portland (Home),Sports,Nets,Home,2025,2,28,4,Friday,False,19
2025-02-28 19:00:00-05:00,Rangers vs Toronto (Home),Sports,Rangers,Home,2025,2,28,4,Friday,False,19
2025-03-01 19:00:00-05:00,"Jets vs Fri, Aug 22 (Home)",Sports,Jets,Home,2025,3,1,5,Saturday,True,19
2025-03-01 19:00:00-05:00,"Giants vs Sun, Sep 21 (Home)",Sports,Giants,Home,2025,3,1,5,Saturday,True,19
2025-03-01 19:00:00-05:00,"Giants vs Thu, Aug 21 (Home)",Sports,Giants,Home,2025,3,1,5,Saturday,True,19
2025-03-01 19:00:00-05:00,"Jets vs Sun, Sep 21 (Home)",Sports,Jets,Home,2025,3,1,5,Saturday,True,19
2025-03-01 19:00:00-05:00,Nets vs Detroit (Away),Sports,Nets,Away,2025,3,1,5,Saturday,True,19
2025-03-02 19:00:00-05:00,Rangers vs Nashville (Home),Sports,Rangers,Home,2025,3,2,6,Sunday,True,19
2025-03-03 19:00:00-05:00,Rangers vs New York (Home),Sports,Rangers,Home,2025,3,3,0,Monday,False,19
2025-03-04 19:00:00-05:00,Nets vs San Antonio (Away),Sports,Nets,Away,2025,3,4,1,Tuesday,False,19
2025-03-05 19:00:00-05:00,Rangers vs Washington (Home),Sports,Rangers,Home,2025,3,5,2,Wednesday,False,19
